name,city,state,capacity,lat,lon
Longfellow Elementary,NORTHFIELD,MN,120.0,44.457909,-93.168811
York High School,YORK,NE,6000.0,40.8761161,-97.5822971
Middle Valley Church Of God,HIXSON,TN,0.0,35.188943,-85.189776
Hudsonville Congregation United Church of Christ,HUDSONVILLE,MI,250.0,42.858533,-85.859965
Eagle Rock Christian Center,PERU,IL,300.0,41.380773,-89.164831
Macatawa Bay Middle School,HOLLAND,MI,1550.0,42.83463653,-86.1275556
Providence Career & Technical Acad.,Providence,RI,2000.0,41.8171888,-71.4222833
YMCA,ROSEBURG,OR,953.0,43.2212,-123.3748
Catholic Center At Uvm,BURLINGTON,VT,95.0,44.475979,-73.210953
Winthrop School,SOUTH HAMILTON,MA,0.0,42.61409693,-70.87011671
Exeter High School,EXETER,NH,682.0,43.015538,-71.0005
P.S. 396,BRONX,NY,56.0,40.854332,-73.913004
P.S. 42,BRONX,NY,30.0,40.8384253,-73.9029191
P.S. 58,BRONX,NY,39.0,40.8461774,-73.899079
P.S. 70,BRONX,NY,62.0,40.84427,-73.9076246
PS 103,BRONX,NY,38.0,40.8917542,-73.8617409
P.S. 110,BRONX,NY,45.0,40.834999,-73.90003
P.S. 28,BRONX,NY,44.0,40.847807,-73.9036175
I.S. 219 (Old 148),BRONX,NY,75.0,40.8340989,-73.9040801
P.S. 55,BRONX,NY,68.0,40.835911,-73.904993
P.S. 333,BRONX,NY,53.0,40.822034,-73.8989139
P.S. 754,BRONX,NY,61.0,40.811046,-73.909376
P.S. 132,BRONX,NY,0.0,40.8318829,-73.9065832
P.S. 109,BRONX,NY,28.0,40.851707,-73.91892
P.S. 35 - Queens,HOLLIS,NY,31.0,40.713433,-73.7688809
P.S. 186,BELLEROSE,NY,27.0,40.7499678,-73.7217231
AROMA PARK UNITED METHODIST,AROMA PARK,IL,100.0,41.0786569,-87.8077014
I.S. 301,BRONX,NY,38.0,40.8222286,-73.9072877
P.S. 140,BRONX,NY,42.0,40.8234559,-73.9078205
P.S. 161,BRONX,NY,47.0,40.8147346,-73.9054499
Zion Lutheran Church,MAYWOOD,NJ,60.0,40.9016061,-74.05800547000001
Krieger Elementary School,POUGHKEEPSIE,NY,88.0,41.68590391,-73.9099801
FREELAND ELEMENTARY SCHOOL,FREELAND,MI,0.0,43.51867167,-84.11671164
HARTFORD-WOODSIDE ELEMENTARY,HARTFORD,MI,1.0,42.20088569,-86.16097069
Hollyview Family Fellowship,DAMASCUS,OR,88.0,45.42080481,-122.39829819
North Douglas Elementary School,DRAIN,OR,1.0,43.66152862,-123.31100784
Leander High School,LEANDER,TX,679.0,30.61997894,-97.90305802
Northern Blair Senior Center,TYRONE,PA,60.0,40.66552369,-78.25389617
St. Patrick's Catholic Church,LEROY,MN,0.0,43.51438512,-92.51300996
SOUTHGATE ELEMENTARY,LAKEWOOD,WA,300.0,47.165072,-122.492021
TYEE PARK ELEMENTARY,LAKEWOOD,WA,300.0,47.148781,-122.508329
LT. GEN. WILLIAM H HARRISON PREPARATORY,LAKEWOOD,WA,300.0,47.146908,-122.553358
TILLICUM ELEMENTARY,LAKEWOOD,WA,300.0,47.124559,-122.553652
HUDTLOFF MIDDLE SCHOOL,LAKEWOOD,WA,400.0,47.1841497,-122.5371312
WOODBROOK MIDDLE SCHOOL,JOINT BASE LEWIS MCCHORD,WA,400.0,47.1247479,-122.540901
AI High School,LAKEWOOD,WA,500.0,47.17646,-122.499804
Birnie Hope Center,SUMTER,SC,0.0,33.914537,-80.354803
Sandhills Middle School,GASTON,SC,667.0,33.81257,-81.1388
First Baptist Church,BETHLEHEM,PA,515.0,40.661775,-75.352692
Pleasant Grove Baptist Church,BOWMAN,GA,232.0,34.21057468,-83.07321059
Elbert County Middle School,ELBERTON,GA,402.0,34.1027115,-82.89435248
Hart County High School,HARTWELL,GA,250.0,34.34720123,-82.92231716
Randolph Union High School,RANDOLPH,VT,900.0,43.9311,-72.66
Olympus High School,SALT LAKE CITY,UT,400.0,40.685625,-111.823719
Faith Community Fellowship,MOUNT VERNON,WA,104.0,48.433909,-122.279491
Bethany Covenant Church,Mount Vernon,WA,175.0,48.4322601,-122.3188847
Walton-Verona Elem School,VERONA,KY,3570.0,38.819344,-84.670962
Covenant Community Church,FAIRFIELD,OH,80.0,39.310979,-84.524657
BRENHAM PRESBYTERIAN CHURCH Blinn room,BRENHAM,TX,30.0,30.159501,-96.403087
Forest Park Community Center,FOREST PARK,OK,1.0,35.5143054,-97.4417065
FIRST UNITED METHODIST CHURCH,RUSHVILLE,IL,2.0,40.1229964,-90.5636921
Beachside Montessori Village ES,HOLLYWOOD,FL,425.0,26.016763,-80.152248
Milltown Senior Center,MILLTOWN,NJ,245.0,40.450702,-74.436024
Holland Christian High School,HOLLAND,MI,2520.0,42.7625381,-86.1264751
Bergen Tech High School,HACKENSACK,NJ,156.0,40.888273,-74.050271
Franklin Gym,HASBROUCK HEIGHTS,NJ,60.0,40.859488,-74.073964
I.S. 232,BRONX,NY,65.0,40.8490315,-73.9161145
IS 339 (Old 147),BRONX,NY,71.0,40.840523,-73.904343
P.S. 254,RICHMOND HILL,NY,30.0,40.697146,-73.8477159
Park Township Community Center,HOLLAND,MI,2.0,42.7831,-86.097238
GRIFFIN CHRISTIAN CHURCH,NEW HARMONY,IN,37.0,37.955749,-87.898551
Kalani Honua,PAHOA,HI,460.0,19.3630042,-154.9647325
Hilo Missionary Church,HILO,HI,239.0,19.69185,-155.0904439
Evacuation Ctr-Pahoa Regional Recreation Facility - Gym,PAHOA,HI,168.0,19.4933464,-154.9479453
Harmony Christian Church,CHOCTAW,OK,300.0,35.4056204,-97.2655866
Word of Life Lutheran Church,MARYSVILLE,WA,113.0,48.077774,-122.163037
East Brook Middle School,PARAMUS,NJ,100.0,40.949413,-74.07214
East Ridge School,PARK RIDGE,NJ,60.0,41.034717,-74.042401
Park Ridge High School,PARK RIDGE,NJ,150.0,41.034717,-74.042401
West Ridge School,PARK RIDGE,NJ,60.0,41.034717,-74.042401
Mary Hubbard School,RAMSEY,NJ,170.0,41.059553,-74.143983
Washington School,SADDLE BROOK,NJ,74.0,40.903333,-74.095075
Franklin School,SADDLE BROOK,NJ,56.0,40.903333,-74.095075
Helen Smith,SADDLE BROOK,NJ,60.0,40.903333,-74.095075
St. Mary's Catholic Church,WAVERLY,IA,323.0,42.73880425,-92.46979787000001
INACTIVE Northwest Presbyterian Church,SAINT PETERSBURG,FL,0.0,27.8209834,-82.72297101
Rose Grange,ROSE,NY,50.0,43.15387949,-76.87843456
City of Carlinville Firehouse,CARLINVILLE,IL,0.0,39.27759382,-89.88445854
The Washington University-2:  South Campus,CLAYTON,MO,500.0,38.63418202,-90.31193055
Barnard's Grove Missionary  Baptist Church,BEAN STATION,TN,150.0,36.33875322,-83.28259432
Shepherd Middle School,SHEPHERD,TX,480.0,30.49356468,-94.99899283
Weare Middle School,WEARE,NH,485.0,43.09490258,-71.72902528
West Prairie North Elementary School,GOOD HOPE,IL,277.0,40.558303,-90.672719
4 Mile Creek Community Center,DES MOINES,IA,200.0,41.613803,-93.543628
Pine Island Baptist Church,HEMPSTEAD,TX,150.0,30.0584788,-96.0107126
Bayonne High School(Ice Rink building),BAYONNE,NJ,413.0,40.6701414,-74.1224793
Clovis Point Intermediate School,EAST WENATCHEE,WA,5.0,47.400061,-120.256092
Holy Apostles Catholic Church,EAST WENATCHEE,WA,10.0,47.417557,-120.265851
TEP-Eastmont High School,East Wenatchee,WA,5.0,47.4095192,-120.2739164
Memorial Baptist Church,CROSSVILLE,TN,250.0,35.9579686,-85.072776
UNITARIAN UNIVERSAL CHURCH,WEST LAFAYETTE,IN,62.0,40.404839,-86.863426
STRASBURG C-3 SCHOOL DIST,STRASBURG,MO,100.0,38.763037,-94.1651
Kings Creek Baptist Church,LENOIR,NC,100.0,35.9930248,-81.403603
FIRST CHRISTIAN CHURCH,GREEN BAY,WI,56.0,44.53488376,-88.0655624
Gladstone Community Center,GLADSTONE,MO,470.0,39.2205418,-94.5709351
Lincoln Elementary School,HASBROUCK HEIGHTS,NJ,60.0,40.859488,-74.073964
Corpus Christi Church,HASBROUCK HEIGHTS,NJ,1.0,40.859488,-74.073964
St.john Divine,HASBROUCK HEIGHTS,NJ,40.0,40.859488,-74.073964
Hilltop School,LODI,NJ,88.0,40.877565,-74.085127
Monmouth County Vocational School-aberdeen,MATAWAN,NJ,100.0,40.41106,-74.232627
Holy Family Interparochial School,NORWOOD,NJ,1.0,40.994197,-73.950524
Bush Center,OLD BRIDGE,NJ,150.0,40.397893,-74.332038
MUREN CHURCH OF GOD,WINSLOW,IN,50.0,38.39962,-87.203871
SPURGEON/MONROE TOWNSHIP VOLUNTEER FIRE DEPT.,SPURGEON,IN,50.0,38.2557,-87.2573
Palestine Elementary School,PALESTINE,IL,360.0,39.001998,-87.621461
Palestine High School,PALESTINE,IL,200.0,39.00287,-87.612766
First Presbyterian Church,OLNEY,IL,187.0,38.728654,-88.083053
Olney Southern Baptist Church,OLNEY,IL,175.0,38.74585,-88.081595
Lebanon Central Elementary,LEBANON,IN,300.0,40.0502039,-86.4634971
Midway City Town Hall,MIDWAY,UT,308.0,40.5122006,-111.4755988
Shickley School,SHICKLEY,NE,540.0,40.4182271,-97.723303
Exeter Public School,EXETER,NE,450.0,40.6430795,-97.446004
New Hope Shelter,CRANDON,WI,300.0,45.5740476,-88.8872511
Maui Community College,KAHULUI,HI,751.0,20.889925,-156.475837
Fuller Avenue Christain Reformed Church,GRAND RAPIDS,MI,150.0,42.9405554,-85.6394007
First Baptist Church,MILTON,PA,0.0,41.0245005,-76.8481568
Holbrook Elementary School,BOUNTIFUL,UT,100.0,40.8922425,-111.8599215
Waialua Elementary,WAIALUA,HI,220.0,21.575455,-158.121627
MISHICOT MIDDLE SCHOOL,MISHICOT,WI,700.0,44.23954,-87.63521
Holmen Middle School Sbc,HOLMEN,WI,890.0,43.966965,-91.261822
Holmen High School Sbc,HOLMEN,WI,890.0,43.969997,-91.26915
Arlington Early Learning Center,ARLINGTON,WI,1.0,43.335737,-89.38263
Cambria Conservation Club,CAMBRIA,WI,75.0,43.540158,-89.108953
Arlington Community Center,ARLINGTON,WI,186.0,43.33663,-89.377969
John Muir Elementary School,PORTAGE,WI,500.0,43.560592,-89.463878
APPLEWAY MOBILE HOME & STORAGE,ELLISFORD,WA,5.0,48.789076,-119.400108
VICTORY LIFE WORSHIP CENTER,BAY CITY,MI,0.0,43.56100054,-83.84630175
KNIGHTS OF COLUMBUS # 4102,BAY CITY,MI,0.0,43.56100054,-83.84630175
MACGREGOR ELEMENTARY SCHOOL,BAY CITY,MI,0.0,43.56100054,-83.84630175
ST. JOHN'S EVANGELICAL LUTHERAN CHURCH,BAY CITY,MI,0.0,43.56100054,-83.84630175
WASHINGTON ELEMENTARY SCHOOL,BAY CITY,MI,0.0,43.56100054,-83.84630175
VFW POST 6950,KAWKAWLIN,MI,0.0,43.56100054,-83.84630175
ST. ANTHONY CHURCH,AUBURN,MI,0.0,43.63218183,-84.09335863
WENONA CENTER,BAY CITY,MI,0.0,43.56100054,-83.84630175
GRACE LUTHERAN CHURCH AND SCHOOL,AUBURN,MI,0.0,43.63218183,-84.09335863
ST. ANOTHONY CHURCH,AUBURN,MI,0.0,43.63218183,-84.09335863
ESC. S. U. FRANCISCO SERRANO,CIALES,PR,0.0,18.28881037,-66.5164587
ESC. S. U. REXFORD GUY TUGWELL,CAYEY,PR,0.0,18.11379302,-66.16281607
ESC. S. U. TORIBIO RIVERA,CIALES,PR,0.0,18.30870442,-66.5208896
ESC. S. U. MACANA,GUAYANILLA,PR,50.0,18.04059409,-66.79166929
Esc. Alfonso Costas Martinez,MAUNABO,PR,50.0,18.00555203,-65.89799651000001
ESC. SABANA HOYOS (NUEVA),SABANA HOYOS,PR,0.0,18.42651302,-66.61252892
ESC. LUIS F. RODRIGUEZ,CAMUY,PR,0.0,18.47239253,-66.71972788000001
ESC. S. U. RAMON ALEJANDRO AYALA,COMERIO,PR,0.0,18.22482444,-66.22177934
ESC. S.U. RAMON T. RIVERA (LAJITAS),BARRANQUITAS,PR,0.0,18.20173375,-66.30996223
Sharon Dawes Elementary,MIAMI,WV,100.0,38.1521971,-81.44799846000001
Veterans Memorial Building,FOREST RANCH,CA,117.0,40.07902802,-121.54690403
Esc S.u. Antonio Reyes,CAMUY,PR,0.0,18.41879558,-66.86025443000001
Twelfth Avenue Christian Reformed Church,JENISON,MI,101.0,42.9067944,-85.8119128
Borculo Christian Reformed Church,BORCULO,MI,40.0,42.8861149,-86.020017
Grand Haven Community Center,GRAND HAVEN,MI,1.0,43.063926,-86.22594
North Street Christian Church,ZEELAND,MI,15.0,42.8123063,-86.0183191
Cedar Creek Baptist Church,HARTWELL,GA,356.0,34.30731115,-82.9094953
Irving Elementary School,BOZEMAN,MT,125.0,45.6728361,-111.0485639
Morning Star Ele. Sch.,BOZEMAN,MT,306.0,45.6555306,-111.03535
Whittier Ele. School,BOZEMAN,MT,150.0,45.685052,-111.044509
Sacajawea Middle School,BOZEMAN,MT,4386.0,45.6438889,-111.048333
Willson School Building,BOZEMAN,MT,400.0,45.679323,-111.042676
Doyle United Methodist Church,DOYLE,TN,112.0,35.854863,-85.51224
ESC. JUAN RUIZ PEDROZA,RINCON,PR,0.0,18.33964189,-67.24955707
Esc. Gabino Soto,FAJARDO,PR,0.0,18.32411071,-65.65565748
Point Pleasant High School,POINT PLEASANT,WV,1340.0,38.86321106,-82.08494936000001
COMMUNITY EDUCATION CENTER,HOLLY,MI,0.0,42.79334082,-83.60309197999999
Bartels Middle School,PORTAGE,WI,675.0,43.558281,-89.466303
Westport Senior Center,WESTPORT,WA,45.0,46.89053,-124.103262
Black Hawk Elementary School,SOUTH WAYNE,WI,417.0,42.568979,-89.876041
BELMONT HIGH SCHOOL,BELMONT,WI,1.0,42.741581,-90.327495
Black Hawk Middle School,GRATIOT,WI,168.0,42.57631,-90.02422
San Luis High School,SAN LUIS,AZ,560.0,32.49065,-114.760843
Foothill Bible Church,UPLAND,CA,384.0,34.07011,-117.402489
Thetford Township Recreation Hall,CLIO,MI,140.0,43.1799,-83.63866
Hawthorne Elementary School,SALT LAKE CITY,UT,225.0,40.734025,-111.873884
Lincoln Elementary School SLC,SALT LAKE CITY,UT,300.0,40.745778,-111.883944
Edison High School,MILAN,OH,150.0,41.31127383,-82.60677609
Winger City Hall,WINGER,MN,300.0,47.53996335,-96.00341239
American Legion Post #331,OSLO,MN,500.0,48.19303613,-97.13219828
Viking Public School- Dist. #441,VIKING,MN,400.0,48.23941126,-96.47565846
Ho-Ho-Kus Public School,HO HO KUS,NJ,50.0,40.99693025,-74.10536865
ST FRANCIS REHABILITATION CENTER,GREEN SPRINGS,OH,0.0,41.2130108,-83.03457936
Shaw Middle School,SPOKANE,WA,1.0,47.69492628,-117.37343694
Oakley Elementary School,ASHEVILLE,NC,50.0,35.56613341,-82.53963786000001
ESC. LUIS FELIPE CRESPO,CAMUY,PR,0.0,18.41879558,-66.86025443000001
Esc. Maria Teresa Serrano,Carolina,PR,0.0,18.40341251,-65.97347573
ESC. LUIS MUNOZ RIVERA,DORADO,PR,0.0,18.43778968,-66.27364069000001
ESC. SUPERIOR VOCACIONAL,CIDRA,PR,0.0,18.17365866,-66.16108796
CENTRO COMUNAL MAGUEYES,BARCELONETA,PR,0.0,18.44538279,-66.56039367
ESC. S.U. ADAMS,AGUADILLA,PR,0.0,18.40898357,-67.15468842
Coliseo Municipal Manuel Petaca Iguina Reyes,ARECIBO,PR,0.0,18.40953598,-66.72698885
BUCKHANNON MIDDLE SCHOOL,BUCKHANNON,WV,120.0,39.03626376,-80.23232988999999
First Evangelical Lutheran Church,CANTON,OH,300.0,40.7610874,-81.34943992000001
Colonial Middle School,PLYMOUTH MEETING,PA,500.0,40.12503643,-75.3075149
Mary Mother Of The Redeemer And School,NORTH WALES,PA,270.0,40.24886895,-75.22295313
Free Will Baptist Camp,GREENEVILLE,TN,100.0,36.0612162,-82.76323544
South Middle School,EDINBURG,TX,250.0,26.28782791,-98.17103701
West Middle Island Elementary - Intermediate,MIDDLE ISLAND,NY,0.0,40.89312603,-72.97691376
ST PETER'S EPISCOPAL CHURCH,DANSVILLE,NY,0.0,42.55214017,-77.70034614
Wyalusing School District-Wyalusing Valley Elementary,Wyalusing,PA,0.0,41.70302165,-76.28822548000001
Northeast Bradford School District Elementary School,Rome,PA,0.0,41.9041719,-76.31019945
Smithfield Township Volunteer Fire Department Inc.,East Smithfield,PA,0.0,41.86221144,-76.6366878
Wyalusing School District-Wyalusing Valley Jr/Sr High,Wyalusing,PA,500.0,41.70302165,-76.28822548000001
LACEYVILLE ELEMENTARY SCHOOL,Laceyville,PA,0.0,41.67265777,-76.14886518
Camptown Elementary School,Wyalusing,PA,0.0,41.70302165,-76.28822548000001
Forksville United Methodist Church,Forksville,PA,113.0,41.45332034,-76.53202852
Wilmot Fire Company Incorporated,Sugar Run,PA,0.0,41.64163032,-76.24128948
Ridge Mills Elementary School,ROME,NY,96.0,43.24021336,-75.43724984
TOWN OF BRUNSWICK TOWN HALL,EAU CLAIRE,WI,0.0,44.70531835,-91.61517708
Big Creek People In Action,War,WV,0.0,37.27488204,-81.6949287
COOPERATIVE ACTION PROGRAM OF SOUTHER MEDOWELL,Panther,WV,0.0,37.48329782,-81.8960987
Esc. Coleen Vazquez,NARANJITO,PR,0.0,18.28832445,-66.2526813
ADAMS SCHOOL,SAINT JOHNSBURY,VT,50.0,44.40269392,-71.989931
Northwoods Community Elementary School,HARSHAW,WI,0.0,45.64467818,-89.62210564
Lanesboro School,LANESBORO,MN,100.0,43.7165877,-91.9767902
ARNETTSVILLE ELEMENTARY,Morgantown,WV,0.0,39.62939885,-79.95609754
MINERAL COUNTY'S UNDERGROUND COMMUNITY FACILITIES,Creede,CO,0.0,37.67015579,-106.92400031000001
ESC. MANUEL BOU GALI (LA LOMITA),COROZAL,PR,0.0,18.3288343,-66.29582577
A V M CHURCH,ANSONIA,OH,0.0,40.09511631,-84.64692717
BIRCHDALE COMMUNITY BUILDING,BIRCHDALE,MN,240.0,48.62549608,-93.8372063
ST. JOHN'S EV. LUTHERN CHURCH,FALL CREEK,WI,0.0,44.75965586,-91.26696272000001
Burlington Volunteer Fire Department,BURLINGTON,WV,65.0,39.36521625,-78.91797607000001
New Creek Volunteer Fire Department,NEW CREEK,WV,55.0,39.38934162,-79.01969801
Pleasant Hill Elementary School,GRANTSVILLE,WV,250.0,38.85816368,-81.12403906
CORE KNOWLEDGE CHARTER SCHOOL,VERONA,WI,1.0,42.99864799,-89.53385795
ARNOLDSBURG ELEMENTARY,ARNOLDSBURG,WV,200.0,38.7981532,-81.10285653
Crestline - Old Hospital,CRESTLINE,OH,400.0,40.79174204,-82.73866623
Crestline Schools North,CRESTLINE,OH,200.0,40.79185819,-82.7425515
Crown College,POWELL,TN,700.0,36.02061471,-84.02933685
Southeast School,CRESTLINE,OH,250.0,40.77837416,-82.72636885
ST PAULS CHURCH,PORT WASHINGTON,OH,0.0,40.29182271000001,-81.55534822
WEQUIOCK ELEMENTARY SCHOOL,GREEN BAY,WI,300.0,44.58647608,-87.87182987
Calcium Fire District,CALCIUM,NY,50.0,44.02290097,-75.84354943000001
Church Of Jesus Christ Of Latter Day Saints,TOWNSEND,MT,51.0,46.32271957,-111.51031438
Del Rio Civic Center,DEL RIO,TX,500.0,29.81411603,-100.91700937
Southern Hills Baptist Church,OKLAHOMA CITY,OK,257.0,35.38033037,-97.54788431
First Baptist Church Of Knoxville,KNOXVILLE,TN,1.0,35.96297959,-83.91966015
ANAWALT ELEMENTARY SCHOOL,Anawalt,WV,0.0,37.35584482,-81.41262772
MOSHERVILLE ELEMENTARY SHOOL,Millerton,PA,0.0,41.9366403,-76.97384104
Troy Area Commons Building,Troy,PA,0.0,41.75565353,-76.81726434
WILCOX PUBLIC SCHOOLS,WILCOX,NE,100.0,40.37767617,-99.13714089
Atenville Elementary School,HARTS,WV,480.0,38.02021521,-82.14964428
BLUE SPRINGS COMM CENTER,BLUE SPRINGS,MO,0.0,40.16089319,-96.54849649
Belmont Racetrack- P003,ELMONT,NY,1.0,40.7012202,-73.70790774
"Univ of Wisconsin, Superior Yellowjacket Union",Superior,WI,9000.0,46.60159139,-92.12634153
Western Berks Fire Department,WERNERSVILLE,PA,117.0,40.33095183,-76.07932667
First Congregational Church,MASON CITY,IA,0.0,43.15270667,-93.19919065
Clear Creek Elementary School,CLEAR LAKE,IA,525.0,43.14296627,-93.3713871
UNIT #9,ABCD,IL,0.0,40.82315166,-87.58574754
HANSON AUDITORIUM,ALEXANDRIA,SD,1.0,43.65155322,-97.78334813
ESC. BENITO CEREZO VAZQUEZ,AGUADILLA,PR,0.0,18.44497023,-67.14951879
LAKEVIEW MIDDLE SCHOOL,CORTLAND,OH,960.0,41.31698317,-80.73112965
HOLY FAMILY CHURCH,WOODRUFF,WI,0.0,45.94039813,-89.67385597
Buffalo Elementary School,BUFFALO,WV,100.0,38.61363593,-81.93613258
ST. PAUL UCC,ELKHART LAKE,WI,0.0,43.85519875,-87.99998937
West Salem High School Sbc,WEST SALEM,WI,750.0,43.902097,-91.074572
John F Kennedy School,RARITAN,NJ,326.0,40.5677288,-74.6478392
Camp Camp,CENTER POINT,TX,250.0,29.9404832,-99.06003147
ESC. RIO LAJAS,DORADO,PR,0.0,18.43778968,-66.27364069000001
Campbells Memorial Baptist Church,SMITHERS,WV,100.0,38.17520006,-81.30360704
SCHOOL DISTRICT OF MAPLE,MAPLE,WI,750.0,46.65742514,-91.67405371000001
PLEASANT DALE LEGION CLUB,PLEASANT DALE,NE,0.0,40.82124103,-96.94401892
SOLON SPRINGS PRESBYTERIAN CHURCH,SOLON SPRINGS,WI,100.0,46.40296815,-91.84734468
Avon Town Hall,BRODHEAD,WI,1.0,42.543145,-89.325123
Grafton Community Building,GRAFTON,NE,132.0,40.6269703,-97.7139146
BANNER CTY SCHOOLS,HARRISBURG,NE,1935.0,41.556364,-103.738556
City Hall Of Cresson,CRESSON,TX,50.0,32.53159819,-97.62024121
Copenhagen Volunteer Fire Department,COPENHAGEN,NY,100.0,43.89409298,-75.67463781
Balaton Community Center,BALATON,MN,0.0,44.2188035,-95.89766476
TEP-Roundup Community Center,Roundup,MT,250.0,46.44776771,-108.54620668
Elks Lodge #1436,HOLLISTER,CA,50.0,36.8905612,-121.40230873
Grace Presbyterian Church,WALNUT CREEK,CA,50.0,37.87634804,-122.06919657
Hidden Hills Elementary,SAN RAMON,CA,50.0,37.7645409,-121.89408717
Riverside Elementary,SAN PABLO,CA,50.0,37.95239417,-122.32738925
Immanuel Lutheran Church,ATWATER,MN,100.0,45.13903192,-94.78107891
Maccray Elementary School,RAYMOND,MN,200.0,45.03245448000001,-95.22059516
Pine City Elementary School,PINE CITY,MN,300.0,45.82329488,-92.97181272
East Central Elementary,SANDSTONE,MN,55072.0,46.13669732,-92.60248159
St. Mary Help of Christians School,SAINT AUGUSTA,MN,50.0,45.48898262,-94.24516226
Messiah Lutheran Church,SARTELL,MN,200.0,45.6246558,-94.20998522000001
First Baptist Church,MASON CITY,IA,70.0,43.15175211,-93.19813067
St. Peter's Lutheran Church,ARLINGTON,WI,150.0,43.33550869,-89.38048339
Prichard Elementary,PRICHARD,WV,444.0,38.21289279,-82.55621171
Evangelical Free Church,CLEAR LAKE,IA,70.0,43.14200713,-93.40469238
Clear Lake United Methodist Church,CLEAR LAKE,IA,65.0,43.13877447,-93.38132459
Mountainside Middle School,COLBERT,WA,5.0,47.8018975,-117.34091876000001
Mt. Spokane High School,MEAD,WA,5.0,47.78739819,-117.32781088
Our Savior's Luthern Church,MASON CITY,IA,60.0,43.12808913,-93.20739482
Zion Lutheran Church,VENTURA,IA,175.0,43.13259751,-93.48253806
Saint Patrick's Parsonage School,DOUGHERTY,IA,55.0,42.92208878,-93.02951206
First Presbyterian Church,MASON CITY,IA,75.0,43.15116121,-93.22103464
Faith Baptist Church,MASON CITY,IA,80.0,43.13385843,-93.18117321
First Christian Church - Disciples Of Christ - Fayette,FAYETTE,MO,418.0,39.14734373,-92.68467344
Monitor Methodist Church,MONITOR,WA,5.0,47.48514876,-120.41795884
ESC. ESPINOSA PARCELAS,DORADO,PR,0.0,18.39150319,-66.26147608
ESC. JOSE DE DIEGO,DORADO,PR,0.0,18.43778968,-66.27364069000001
Fairview Baptist Church,SHERMAN,TX,100.0,33.65449764,-96.61648089
ESC. DR. JOSE PADIN,COROZAL,PR,0.0,18.30431147,-66.32793787
ESC. JUAN RIOS SERPA,CIALES,PR,0.0,18.28881037,-66.5164587
ESC. SIMON MADERA,GUAYAMA,PR,0.0,17.97777254,-66.1237874
ESC. ANA J CANDELAS,CIDRA,PR,0.0,18.17365866,-66.16108796
ESC. ALEJANDRO ORTIZ RESTO,GUAYAMA,PR,0.0,17.98954603,-66.13573773
ESC. AMALIA MARIN,GUAYAMA,PR,0.0,17.97608204,-66.10137825
Esc. Anselmo Vazquez De Jesus,GUAYAMA,PR,0.0,17.94682169,-66.1289481
ESC. ARTURO SOMOHANO,VILLA ESPANA,PR,0.0,18.39952302,-66.13569672
Tununak High School,TUNUNAK,AK,75.0,60.53852344,-165.29288191
ESC. CLEMENCIA MELENDEZ SANTOS,CIDRA,PR,0.0,18.17365866,-66.16108796
ESC. DR. JOSE M LAZARO,CAROLINA,PR,0.0,18.40977306,-65.99137985
ESC. ELOISA PASCUAL,CAGUAS,PR,0.0,18.18792872,-66.02819125
Esc. Eugenio Nazario Soto,Coamo,PR,0.0,18.09719964,-66.36017438
Montcalm Community College,SIDNEY,MI,1759.0,43.2524024,-85.1008614
ESC. LORENZO COBALLES GANDIA,HATILLO,PR,250.0,18.41060927,-66.79648569000001
ESC. MATIAS GONZALEZ GARCIA,GURABO,PR,0.0,18.25118286,-65.9802065
Esc. Dr. Alfredo M. Aguayo,PONCE,PR,0.0,18.06050206,-66.6145377
ESC. WOODROW WILSON,SALINAS,PR,0.0,17.94340055,-66.26305953
ESC. INTERMEDIA SABANA LLANA,SALINAS,PR,0.0,17.94983247,-66.26457607
ESC. JOSE GAUTIER BENITEZ,HATILLO,PR,0.0,18.41060927,-66.79648569000001
ESC. ANGELITA DELGADO SELLA (S. U. AMERICA),LARES,PR,0.0,18.26862736,-66.86679941
ESC. ARTURO LLUBERAS (BDA LLUBERAS),YAUCO,PR,260.0,18.08012313,-66.85869537
Esc. La Carmen,Maricao,PR,0.0,18.17207664,-66.94224866
ESC. BERNARDO GONZALEZ COLON,UTUADO,PR,227.0,18.27086823,-66.70240999
ESC. LOLA MILLAN ORELLANO,RIO GRANDE,PR,0.0,18.34628027,-65.81353193000001
Esc. Canejas Felisa Rincon De Gautier,SAN JUAN,PR,0.0,18.40127396,-66.01487705999999
Riverside Presbyterian Church,SARTELL,MN,50.0,45.62508698,-94.20385451
South Elmdale Congregational Church,HOLDINGFORD,MN,60.0,45.78994647,-94.45348756
Good News Assembly of God,SAINT CLOUD,MN,1.0,45.55268744,-94.17106171
Paynesville Lutheran Church,PAYNESVILLE,MN,1.0,45.37537872,-94.72216763
Our Savior Lutheran Church,SAINT CLOUD,MN,1.0,45.48898262,-94.24516226
Appleton Trinity Lutheran Church,APPLETON,MN,1.0,45.20283203,-96.01708527999999
Lucille Moore Elementary School,PANAMA CITY,FL,1062.0,30.18268869,-85.70854416
Mowat Middle School,LYNN HAVEN,FL,139.0,30.23620202,-85.64564082
New Horizons Learning Center,LYNN HAVEN,FL,628.0,30.21136665,-85.64550223
Park Rapids Area Schools,PARK RAPIDS,MN,1.0,46.9246066,-95.0637078
Virginia Middle School,BRISTOL,VA,517.0,36.6045254,-82.1840749
ESC. CARMEN CASASUS,ANASCO,PR,0.0,18.2880795,-67.12073579
